"","datetimestamp","station","temp_mean","temp_min","temp_max","sal_mean","sal_min","sal_max"
"271",2005-05-01,"San Sebastian",23.8344086021505,22.4612903225806,25.5225806451613,33.5325940860215,31.3741935483871,35.2709677419355
"272",2005-06-01,"San Sebastian",27.3204861111111,26.23,28.53,32.6599305555556,29.3433333333333,35.63
"273",2005-07-01,"San Sebastian",29.1949694085656,27.8161290322581,30.5967741935484,32.0576478585996,28.1032258064516,36.2612903225806
"274",2005-08-01,"San Sebastian",30.4648484848485,29.5214285714286,31.5607142857143,34.4416666666667,32.7321428571429,35.9428571428571
"275",2005-09-01,"San Sebastian",28.2091666666667,27.62,28.8966666666667,32.1460416666667,29.1666666666667,34.52
"276",2005-10-01,"San Sebastian",25.599126344086,24.8935483870968,26.4225806451613,30.0939516129032,27.4806451612903,32.2967741935484
"277",2005-11-01,"San Sebastian",20.1315203955501,19.5111111111111,20.9222222222222,31.5969097651422,29.9888888888889,32.9166666666667
"278",2005-12-01,"San Sebastian",16.0397177419355,15.2129032258065,16.9,31.0841397849462,29.058064516129,32.6129032258065
"279",2006-01-01,"San Sebastian",16.0226478494624,15.1387096774194,17.0612903225806,32.0435483870968,30.3967741935484,33.4935483870968
"280",2006-02-01,"San Sebastian",15.6790922619048,14.7857142857143,16.7535714285714,31.6880952380952,28.7821428571429,34.2857142857143
"281",2006-03-01,"San Sebastian",18.1441532258065,16.8193548387097,19.6225806451613,33.1209677419355,31.4870967741935,34.3290322580645
"282",2006-04-01,"San Sebastian",21.9877777777778,20.04,23.8466666666667,34.6916666666667,33.8766666666667,35.2733333333333
"283",2006-05-01,"San Sebastian",24.7467069892473,23.7161290322581,26.0258064516129,36.4787634408602,35.9258064516129,36.8774193548387
"284",2006-06-01,"San Sebastian",27.8631944444444,26.89,29.08,36.1760416666667,35.0233333333333,37.04
"285",2006-07-01,"San Sebastian",29.7918682795699,28.8225806451613,30.8774193548387,36.6636424731183,36.0838709677419,37.0516129032258
"286",2006-08-01,"San Sebastian",28.807997311828,27.0612903225806,30.4064516129032,36.1108540925267,34.956,36.78
"287",2006-09-01,"San Sebastian",28.435,27.7366666666667,29.29,35.6614583333333,34.77,36.3266666666667
"288",2006-10-01,"San Sebastian",24.857997311828,24.0709677419355,25.7096774193548,37.7537634408602,36.9096774193548,38.1903225806452
"289",2006-11-01,"San Sebastian",19.6423611111111,18.66,20.6166666666667,36.9652083333333,35.97,37.7133333333333
"290",2006-12-01,"San Sebastian",17.6416666666667,16.4677419354839,18.7677419354839,35.0193548387097,33.9870967741935,35.8516129032258
"291",2007-01-01,"San Sebastian",17.1578047042053,16.1903225806452,18.2741935483871,34.5353171774768,33.1193548387097,35.5290322580645
"292",2007-02-01,"San Sebastian",15.3399181547619,14.4071428571429,16.65,31.8212426978226,29.415,34.125
"293",2007-03-01,"San Sebastian",19.6140120967742,18.1967741935484,21.3290322580645,33.9580766341097,32.6,34.96
"294",2007-04-01,"San Sebastian",21.0629513888889,19.6366666666667,22.61,35.3954814814815,34.78,35.8933333333333
"295",2007-05-01,"San Sebastian",24.2843413978495,23.2258064516129,25.5516129032258,36.2764409221902,35.625,36.7375
"296",2007-06-01,"San Sebastian",27.483125,26.4866666666667,28.85,36.2218055555556,34.5866666666667,37.2433333333333
"297",2007-07-01,"San Sebastian",28.9812546676624,28.2533333333333,30.0533333333333,36.5657384987893,34.5,37.34
"298",2007-08-01,"San Sebastian",30.2648521505376,28.9161290322581,31.6290322580645,37.1074074074074,36.425,37.3125
"299",2007-09-01,"San Sebastian",28.2227430555556,27.4133333333333,29.1466666666667,33.1502083333333,29.4166666666667,36.1733333333333
"300",2007-10-01,"San Sebastian",26.1758064516129,25.6258064516129,26.8,30.1234206989247,26.4870967741935,33.7548387096774
"301",2007-11-01,"San Sebastian",20.39969348659,19.6071428571429,21.2785714285714,32.355632183908,30.4357142857143,34.0214285714286
"302",2007-12-01,"San Sebastian",18.8348932676519,17.8923076923077,19.7692307692308,34.2603448275862,33.0807692307692,35.1461538461538
"303",2008-01-01,"San Sebastian",15.3616599462366,14.4451612903226,16.4129032258065,34.5929435483871,33.3709677419355,35.4612903225806
"304",2008-02-01,"San Sebastian",17.7979166666667,16.7379310344828,18.9793103448276,34.0195043103448,32.1862068965517,35.5758620689655
"305",2008-03-01,"San Sebastian",19.5332325268817,18.741935483871,20.5516129032258,33.8851142473118,30.8354838709677,36.1967741935484
"306",2008-04-01,"San Sebastian",21.4998610628691,20.08,23.14,34.3841611670719,33.4233333333333,35.0933333333333
"307",2008-05-01,"San Sebastian",24.7898857526882,23.6967741935484,26.0483870967742,36.7173051075269,35.9774193548387,37.1709677419355
"308",2008-06-01,"San Sebastian",28.235635359116,26.8578947368421,29.6578947368421,37.0994475138122,36.1947368421053,37.5
"309",2008-07-01,"San Sebastian",27.1518987341772,24.5566666666667,29.2866666666667,36.1565752461322,34.9433333333333,36.9366666666667
"310",2008-08-01,"San Sebastian",26.8894153225806,25.1709677419355,28.5,33.4774529569892,29.9290322580645,36.6161290322581
"311",2008-09-01,"San Sebastian",27.6324652777778,26.7666666666667,28.64,31.5089583333333,28.3466666666667,34.77
"312",2008-10-01,"San Sebastian",24.2892137096774,23.5290322580645,25.0870967741935,32.5574260752688,30.9935483870968,34.0354838709677
"313",2008-11-01,"San Sebastian",18.3194097222222,17.4766666666667,19.2766666666667,33.8733333333333,33.0333333333333,34.65
